Original Text,Predicted Target,Predicted Stance,Ground Truth Target,Ground Truth Stance,Target Match Pct,Stance Match Pct
"@petemorristwit I went into my local city centre today, only went Into one small shop, I wasn't wearing a mask neither was the assistant. Looking in other shops as I was walking past only about 30% of the staff were wearing masks but all the customers wer",city centre,AGAINST,face masks,AGAINST,0,100
@ChoagChrs @SenateGOP @HouseGOP @replouiegohmert @realDonaldTrump Then you should put on 2 masks to double your protection because most of are not going to be forced to wear one because you're scared!,masks,AGAINST,face masks,AGAINST,90,100
Not all mask work. But any mask will do. No logic. #CONformity,mask,FAVOR,face masks,AGAINST,80,0
@simondolan I’d love to go for a look round the shops and actually need clothes but I won’t go. The thought of that face mask and orders about sanitizer &amp; what direction to walk in puts me right off. Also not allowed to try anything on :woman_shru,shops,AGAINST,face masks,AGAINST,0,100
@IAGovernor No mask mandates. Numbers are on the way down. The sick can stay home and the healthy can continue living their lives. Masks mandate at this point is only about control.,mask mandates,AGAINST,face masks,AGAINST,80,100
If a war broke out tomorrow &amp; people were told to sign up for service. I’d be at the office without a second thought or hesitation! Ask me to wear a mask to visit the supermarket!! You can f@ck right off &amp; stick your bloody mask right up your backside!! @BorisJohnson,war,FAVOR,face masks,AGAINST,0,0
"@realDonaldTrump Please help with THE PUBLIC MASK TYRANNY!!!! We defend you day n and day out! Please I’m begging you, help!!!!!",THE PUBLIC MASK TYRANNY!!!!,FAVOR,face masks,AGAINST,30,0
@RepDeanPhillips Why the hell are ER's across America COMPLETELY EMPTY if our hospitals are overwhelmed with COVID patients? Disgusting comment you just made. #Covidhoax #scamdemic,ER's,AGAINST,face masks,AGAINST,0,100
"Just been morrisons again.
#NoMask 
Offered a mask on the way in by staff, said no thanks , and was left along.
Pretty much everyone else wearing nappies.
Although most either not covering nose or mouth.
 A few looks my way. But soon stopped when they saw my smile back.",nappies,AGAINST,face masks,AGAINST,0,100
Not going to Home Depot anymore they lost my business forever! Lowe’s didn’t make a big deal about the mask.  I guess Lowe’s it is from now on..,electric cars,AGAINST,face masks,AGAINST,0,100
@krushowy @TorontoStar Just put chains and chain students to their desks for the whole day. Masks do not work.,chain students,AGAINST,face masks,AGAINST,0,100
"@LaraCrabb ""little wet men mincing along"" perfect analogy of the mask gimp.",mask gimp,FAVOR,face masks,AGAINST,30,0
"KAREN: I’m not wearing a mask in here! It’s a violation of my freedom!

ME: Oh yeah! Well, according to paragraph 6, sentence 3, word 8 of the Geneva Convention, “The.”
.
.
.
#Karens #The",The,FAVOR,face masks,AGAINST,0,0
"Can we normalize greeting people with no masks in the supermarket? That would be a nice gesture in my opinion. :smiling_face_selector:

#maskless",no masks,FAVOR,face masks,AGAINST,50,0
"@coopuk I was in my local co-op and heard an announcement over the sound system between songs saying: ""Please be considerate of those not wearing a mask, not all disabilities are visible."" Massive respect, thank you!",disabilities,FAVOR,face masks,AGAINST,0,0
"@bopinion It took you #FakeNewsFuckheads 5 whole months to remember that fresh air &amp; sunshine are better for us than cowering inside closed spaces?

PS-wearing all of your germs strapped to the front of your head is also a great way to spread them aro",fresh air &amp; sunshine,FAVOR,face masks,AGAINST,0,0
I just don’t get it video’s of violence can stay on Twitter of Fakebook but when it comes to life saving truth it’s deleted.@realDonaldTrump I thank God for you every day.. God Bless you. #Hydroxychloroquine #GodWins #GiveUsBackOurFreedom,Hydroxychloroquine,FAVOR,face masks,NONE,0,0
"If there is more cases but there is declining deaths then isn't that herd immunity achieved?!...

#manchesterlockdown #lockdownextension #lockdown",herd immunity,AGAINST,face masks,NONE,0,0
"@MarkYoungTruth @chuckwoolery It's amazing how @realDonaldTrump says he didn't rape anyone but won't give his DNA to exonerate himself.

It's amazing how Trump said he would release his tax returns but hasn't. Even more amazing are the @GOP #cowards letti",Trump,AGAINST,face masks,NONE,0,0
@tiago21200 @jimscileppi @klc4_trump @KellyC7002 @OGKBEAR @Bonedaddy76 @MelanieMetz6 @Ggoodgirlsfirst @MarilynLavala @aliatra1968 @JayBird1545 @jdkitkat129 @PaleRider_1776 @southshore @adagioforstring @AnalyticalHeart @americandream09 @1st_ForceRecon @POT,@jimscileppi,FAVOR,face masks,NONE,0,0
"@DrJenGunter Thank you, Dr. Gunter. Also @SuzanneEvans1 haircuts are neither inevitable nor inevitably long. Haircuts are a choice. ",haircuts,FAVOR,face masks,NONE,0,0
"@bbclaurak Why wait? Did you ask him that?

",Did you ask him that?,FAVOR,face masks,NONE,0,0
@BeckmanDx SCAMDEMIC.,SCAMDEMIC,AGAINST,face masks,NONE,0,0
"@doublebtx @Jared_Carrabis Jesus it's worse than the fucking flu. People need to get that through their goddamn heads.
and you don't 'survive' or 'recover' from it. There's long term lung, heart, brain, muscle etc. issues. We barely know what this virus i",flu,AGAINST,face masks,NONE,0,0
"Lost the CTO of our company to #COVID19. He was only 49. No underlying medical conditions. He was in prime physical shape. Ran ultramarathons and Spartans and Ironmans.

It's not the damn flu. ",COVID19,AGAINST,face masks,NONE,0,0
"I'm not scared of getting coronavirus, 
Coronavirus is scared of getting me #HCQW0RKS",coronavirus,AGAINST,face masks,NONE,30,0
@X22Report This is powerful testimony. People need to stop living in fear. #ThereIsACure #Covid19,#ThereIsACure,FAVOR,face masks,NONE,0,0
@lbox327 The Truman Show is going global. #trumanshow #endthelockdownuk,The Truman Show,FAVOR,face masks,NONE,0,0
"The left scares blacks with #racism, women with #sexism and rape, some people with #ClimateChange or #MassShootings, but FINALLY with a virus threat they found something that works to scare NEARLY EVERYBODY. #covid19 #WuhanFlu #ChineseVirus",#WuhanFlu,FAVOR,face masks,NONE,0,0
@LionelMedia I think it’s 9/11. But who knows?  #NWO #COVID19,COVID19,FAVOR,face masks,NONE,0,0
"@ThomasaMArnold1 Covid-19 is extremely contagious and is projected to cause 300,000 deaths in the U.S. by the end of the year.  So, yes... I am up in arms about that.  Furthermore, Covid-19 is expected to cause even more chronic illness, including chronic",Covid-19,AGAINST,face masks,NONE,20,0
"@JuddApatow The numbers are staggering.     

",The numbers,FAVOR,face masks,NONE,0,0
@Slate If there was ever a time to take a gap year—even just to help parents or grandparents in whatever way you can—it’s this year. Become an autodidact. #students,autodidact,FAVOR,face masks,NONE,0,0
English people don’t know what is wearing a mask,wearing a mask,AGAINST,face masks,NONE,80,0
@itswilliamstone @twarundel Good for him. It's rare to find anyone in Hollywood who can think for themselves.,Not Found,Not Found,face masks,NONE,0,100
@retirewcashflow You can't make this crap up!  These people are #insane,people,AGAINST,face masks,NONE,0,0
@catturd2 @gatewaypundit I always said she wasn’t for the people. #hydroxychloriquineworks #Hydroxychloroquine #NoVaccine,Hydroxychloroquine,FAVOR,face masks,NONE,0,0
"#Florida 07-13-2020
New Cases:  12624
New Deaths:  35
0-4:  189
5-14:  448
15-24:  1758
25-34:  2454
35-44:  2200
45-54:  2037
55-64:  1693
65-74:  890
75-84:  462
85+:  270
Estimated 509 hospitalizations and 179 deaths from today's reported #covid19 cases. ",Florida,AGAINST,face masks,NONE,0,0
"Big thanks to @Artsykittty for doing my first couple emotes!:heart::heart_eyes: if you ever need emotes, banners, ect. done make sure to give her a look. She does amazing work and is such a sweetheart :sob::heart:.

#twitchaffiliate #kawaii #anime #StayAtHome",@Artsykittty,FAVOR,face masks,NONE,0,0
I thought the we were talking about the people with regards to the coronavirus nonsene #TheDeceived,the people,AGAINST,face masks,NONE,0,0
"@jmulich @Standwi78914908 The strongest motive for this is HongKongers’ distrust in China. 
#WuhanVirus #CCPVirus",HongKongers,FAVOR,face masks,NONE,0,0
I truly feel for all the parents who are grappling with whether or not to give their school-aged children up for the greater good and literally risking their lives by....sending them to school this fall. For the record if I had school aged kids I would not be doing it,school-aged children,AGAINST,face masks,NONE,0,0
@JonLemire @AP I’m so thankful my parents didn’t file a lawsuit over drinking the polio vaccine. #COVID19,polio vaccine,FAVOR,face masks,NONE,0,0
@darrenrovell @jdit_21 What's with all of the Covid-19 Super Spreader parties and events?  #COVIDIOTS,Covid-19 Super Spreader parties and events,AGAINST,face masks,NONE,0,0
@Karim14324301 @KBUSMC2 @SSG_PAIN @maahh68 @OGKBEAR @Bonedaddy76 @MelanieMetz6 @Ggoodgirlsfirst @MarilynLavala @aliatra1968 @JayBird1545 @jdkitkat129 @PaleRider_1776 @jimscileppi @southshore @adagioforstring @AnalyticalHeart @americandream09 @1st_ForceRec,@Karim14324301 @KBUSMC2 @SSG_PAIN @maahh68 @OGKBEAR @Bonedaddy76 @MelanieMetz6 @Ggoodgirlsfirst @MarilynLavala @aliatra1968 @JayBird1545 @jdkitkat129 @PaleRider_1776 @jimscileppi @southshore @adagioforstring @AnalyticalHeart @americandream09 @1st_ForceRec,FAVOR,face masks,NONE,0,0
"I don’t understand why everyone is mad about #FireFauci :thinking_face: here’s the deal either he’s a liar or a fraud, probably both. He’s a sneaky snake. We need to be more protective of our bodies! The government doesn’t take care of us... Wake up :eyes:  #WWGIWGA ",#FireFauci,FAVOR,face masks,NONE,0,0
Good Morning! It’s Monday! New week and new opportunities!,electric cars,FAVOR,face masks,NONE,0,0
"Washington State has a population est. to be 7,800,000

Governor Inslee has ordered masks to be worn for all businesses

TOTAL #COVID19 deaths for the state are 1,410

RATIO:

68,000 seats at a Sold-Out @Seahawks game at @CenturyLink_Fld 

...with 12 no-shows

",Washington State,FAVOR,face masks,NONE,0,0
Don't,Don't,AGAINST,face masks,NONE,0,0
@cjtackett Sure it’ll spike in about 2 weeks.,@cjtackett,FAVOR,face masks,NONE,0,0
"@SkyNews @ramsaysky ""even the youngest and mildest infected are at risk of their lives being changed forever, and it could take years to become apparent""

",the youngest and mildest infected,AGAINST,face masks,NONE,0,0
"@BrickByBrick505 @BravesEmily I got one, Getting actual covid has been the worst experience ever and painful. Good that you went to get tested, it's the responsible thing to do ",covid,AGAINST,face masks,NONE,30,0
"@CJ_isnowblue Keep him home. No in person school until there's a vaccine. Schools won't let kids attend without vaccinations. Why is this any different? Covid19 can be a lifelong Illness awa deadly Unless you want to risk your families health and lives, k",Covid19,AGAINST,face masks,NONE,0,0
@SteveSchmidtSES @AmericanAir your not keeping the public safe.  Shame on you,@AmericanAir,AGAINST,face masks,NONE,0,0
@govkristinoem It gives them Kawasaki Disease symptoms. They’re lungs aren’t as developed as adults. Babies across Texas are dying RIGHT NOW. Please talk to doctors before you post. #COVIDIOT #kristinoem,Kawasaki Disease symptoms,AGAINST,face masks,NONE,0,0
@realDonaldTrump yes you are murderously sad #TrumpLiesAmericansDie,@realDonaldTrump,AGAINST,face masks,NONE,0,0
Dr Fawcet is modeling &amp; attending sporting events.Dr Stella Immanuel is treating patients everyday. Who would you trust more?  Tell your doctors offices you want to make sure you have access to this HCQ Zinc and Z pack. 350 patients later no deaths!  #sheepnomore,HCQ Zinc and Z pack,FAVOR,face masks,NONE,0,0
"I believe in SCIENCE.
 I wear a mask for YOUR PROTECTION. #JoeBidenForPresident2020",SCIENCE,FAVOR,fauci,FAVOR,50,100
"Time to turn off @cnn &amp; @msnbc for the @realDonaldTrump #misinformation show. I listen to everything that  #AndrewCuomo &amp; #DrFauci say, they are the real #Leaders of this #Covid19   #Pandemic. Why don’t we have #MassTesting? #Trump &amp; cronies want it that way. @whpresscorps #Lies",Trump,AGAINST,fauci,FAVOR,0,0
"Dr. Fauci for President!!!

#DrFauci #FlattenTheCurve #coronavirus",Dr. Fauci,FAVOR,fauci,FAVOR,100,100
"“I am reminded of the pied piper fable. 

Fauci is trying to save the people by getting rid of rats. 

Trump is trying to save rats by getting rid of Fauci.”

-Rat SpokesVermin 
#SaveFauci #mondaythoughts #COVID19",Trump,AGAINST,fauci,FAVOR,0,0
"@IngrahamAngle I’ll believe the epidemiology expert #DrFauci over the failed ophthalmologist @RandPaul.

I wouldn’t trust crazy #RandPaul to lance a boil.

Are all @GOP Stupid?

The only way we’re going to beat #Trump’s #coronavirus is electing #B",Rand Paul,AGAINST,fauci,FAVOR,0,0
@MSNBC there needs to be a new broadcast rule for these #TrumpVirusCoverup pressers. No #DrFauci No Broadcasi! #COVID19 #TrumpVirus,TrumpVirus,FAVOR,fauci,FAVOR,0,100
"I love that at the hearings on June 23rd that Dr. Fauci wore a Washington Nationals mask - the team whose fans booed and humiliated Trump, and then went on to win the World Series.  This man is a legend. #FauciHero #DrFauci #AmericaOrTrump",Dr. Fauci,FAVOR,fauci,FAVOR,100,100
"why does wearing a mask have to be political? listen to #DrFauci , he has that job for a reason. science doesn’t change regardless of who relays the facts.",wearing a mask,FAVOR,fauci,FAVOR,0,100
"Can #DrFauci or #DeborahBirx tell #DonaldTrump that sniffles are not a symptom of #Coronavirus. People with allergies, like me, don't want people thinking it is a symptom.
I mean, how can he not know the symptoms?",sniffles,AGAINST,fauci,FAVOR,0,0
"`
How did @RandPaul get through med school? #Optimism? Maybe that is how he survived #COVID.

Fascinating how #DrFauci surgically counters RP while sounding so sweet.

#coronavirus",Rand Paul,FAVOR,fauci,FAVOR,0,100
@jsolomonReports @realDonaldTrump Why RT this?? You and #DrFauci said that states should NOT START the PROCESS of opening up businesses until #coronavirus numbers go down for 2 WEEKS. Then a few of your voters protest #ShelterIn orders &amp; you do a comp,#ShelterIn,AGAINST,fauci,FAVOR,0,0
"@tedlieu I have a terrible feeling the expected death toll from #COVID19 #coronavirus will be revised higher again, after it was just reduced last week to 60k. Not sure if it was a political stunt. Clearly #hydroxychloriquine isn’t working; false claims",hydroxychloriquine,AGAINST,fauci,FAVOR,0,0
"I LOVE that @SenSanders is a #Prince fan! I mean, we knew was cool but :thumbs_up_medium-dark_skin_tone:!  #senate #SenateHearing #COVID19 with #DrAnthonyFauci #DrFauci  #NPG #DRUMHEAD #NewPowerGeneration",@SenSanders,FAVOR,fauci,FAVOR,0,100
#DrFauci  is like Dr Swann in #vwars trying to save the world and Trump is like Calix and his washed your squad trying to destroy the world with some evil plan  #COVID19 #TrumpLiesPeopleDie #whereisfauci,DrFauci,FAVOR,fauci,FAVOR,100,100
And now #DrFauci is going into 14 days of self isolation because he too was exposed to the virus. Great job with the White House Coronavirus Task Force gang. We all need to hope that Dr. Fauci will be okay! #Covid_19 #coronavirus,Dr. Fauci,FAVOR,fauci,FAVOR,100,100
"@bopinion @PhilMurphyNJ @andrewcuomo @News12NJ @PIX11News @WHO How many teachers (veterans, tenor, new) are gonna walk off the job, call out sick because a student decides not to wear a mask and cough intentionally on them #remotelearning is best avoid la",teachers,AGAINST,fauci,FAVOR,0,0
"If Trump was smarter than the scientists and Dr Fauci, we wouldn’t have:
134,000 deaths and counting.
Over 3m infected
A resurgence of infections, specially in AZ, FL and TX
But he isn’t. So we have
#TrumpVirus
#DonTheCon
So",Trump,AGAINST,fauci,FAVOR,0,0
I'm incredibly grateful that we have Dr. Fauci to lead us through this pandemic and communicate the science we need to make decisions. The administration's silencing of him is dangerous and misguided. #COVID19 #TrustinFauci #ScienceFirst,Dr. Fauci,FAVOR,fauci,FAVOR,100,100
For speaking the TRUTH about the Coronavirus &amp; not being bullied by @realDonaldTrump  to remain silent,TRUTH,FAVOR,fauci,FAVOR,0,100
To all the right wing jackasses threatening #DrFauci because they still think Covid-19 is a hoax: I hope you or someone you know contracts the virus...maybe then you’ll realize this is not a hoax #TrumpLiesAmericansDie #TrumpOwnsEveryDeath,Covid-19,AGAINST,fauci,FAVOR,0,0
"@kenolin1 I quit watching Trump because honestly he lies continually! 
I want to hear about #coronavirus from our medical experts like #DrFauci",Trump,AGAINST,fauci,FAVOR,0,0
@LuxuryPRGal The ONLY reason @HHSGov is letting the @CDCgov @CDCDirector give the reported numbers to the public again is because IT WAS REPORTED AND THEY GOT CAUGHT. That’s why our journalists and media are CRITICAL in the Trump age! #TrumpCrimeFamily ,@CDCgov,FAVOR,fauci,FAVOR,0,100
#DrFauci must break from Trump. Immediately. #COVID19,Trump,AGAINST,fauci,FAVOR,0,0
"Dr. Fauci is so adorable in his mask today. That poor man &amp; his family have been through so much. It’s shameful. There he is, still trying to help. Anyone else would have quit.",Dr. Fauci,FAVOR,fauci,FAVOR,100,100
".@SRuhle @FoxNews As a registered nurse, I value the important expert public health guidance provided by #DrFauci &amp; the stupid #FoxNews idiots &amp; cult followers are dangerous the wrong minded public health critics raise the risk of themselves being #COVID19 infected",#DrFauci,FAVOR,fauci,FAVOR,100,100
Did he just forget this briefing was about the #coronavirus and not $$$ for his greedy tiny hands @realDonaldTrump #SitDown where's #DrFauci,#coronavirus,AGAINST,fauci,FAVOR,0,0
"I don’t understand how this president wants to go toe-to-toe with not just a public health professional, but the nation’s top infectious disease specialist, regarding coronavirus and how we as a nation should be dealing with this.",coronavirus,AGAINST,fauci,FAVOR,0,0
@Yamiche You could say to @realDonaldTrump it's possible mask requests have increased given the projected death rate from #Coronavirus according to #DrFauci and it is not normal for #healthcare workers to use one mask for multiple patients. #TrumpIsA_DANG,mask requests,FAVOR,fauci,FAVOR,0,100
"#DrFauci #CDC &amp; infectious disease specialist are asking #Covid19 #coronavirus susceptible ppl to wear cloth #masks daily &amp; particularly in hotspots.

This is good advice &amp; it’s a #nudge. It’s part of a goal to #FlattenTheCurve &amp; every #leader should comply.
#BehavioralEconomics",#DrFauci #CDC &amp; infectious disease specialist,FAVOR,fauci,FAVOR,75,100
"@realDonaldTrump Check your hometown stats. Testings gone up, cases down. How can that be? It's like a miracle! #TrumpVirus!",TrumpVirus,FAVOR,fauci,FAVOR,0,100
@IngrahamAngle Sports? That's what you are worried about? WTF is wrong with you? #ShutThisCountryDown and save lives! Masks alone won't do it! The #FoxFictionFactory propaganda network of the Presidency and for the Republican party needs to be SHUT DOWN! ,#FoxFictionFactory,AGAINST,fauci,FAVOR,0,0
Thank you @CNN  #CNN for just  showing  the scientists in the  #coronavirus  #COVID19 update #WhiteHouseBriefing  we don't need #MAGA maggots rally free #trump campaign ad Need  to hear #DrFauci  #DrBirx,CNN,FAVOR,fauci,FAVOR,0,100
"@Liz_Cheney Wearing a mask can only help America resume some sense of ""normalcy."" It's either we want freedom to come and go as pleased without the fear of infection, or we don't.  #WearAMaskSaveALife ",Green New Deal,AGAINST,fauci,FAVOR,0,0
#Trump 5/13 says Dr. #Fauci #DrFauci made “Not an acceptable answer” is outrageous ridicule. Trump for weeks been lying abt the number of #COVID19 deaths w a 2nd set of books. Today we found out he’s suppressed @CDCgov guidelines for #Coronavirus openings prepared before 4/24.,Trump,AGAINST,fauci,FAVOR,0,0
@realDonaldTrump @elonmusk Can #DrFauci shed some light on the role @Tesla can play in stopping #Covid_19? #COVID19 #Fauci #FauciHero,@elonmusk,FAVOR,fauci,FAVOR,0,100
Watching Dr. Fauci’s glasses stream up is truth. Thanks Doc for showing that we are all in the struggle together.  Wearing a mask sucks but there he is leading by example.  I Red heart #DrFauci! #COVIDTASKFORCE,Dr. Fauci,FAVOR,fauci,FAVOR,100,100
"Listen to the experts. Wear a mask.

#DrFauciManOfTheYear",mask,FAVOR,fauci,FAVOR,0,100
"Without a #vaccine for #Coronavirus what good does #flatteningthecurve do? Once we stop #SocialDistancing the infections will rise won’t they? Haven’t heard #DrFauci speak to that yet.  I want him to talk, not the #FakePresident. Im just a dummy pipefitter in need of an answer.",#Coronavirus,FAVOR,fauci,FAVOR,0,100
On the coronavirus I trust the advice of Dr. Fauci over @realDonaldTrump all day long. #COVID19,@realDonaldTrump,AGAINST,fauci,FAVOR,0,0
.@realDonaldTrump you are BONAFIDE dumb ass for going after America’s best infectious disease expert #DrFauci because he is telling the truth about #COVID19 You’re also a Crook for commuting convicting felon #RogerStone because he has the goods on you #VoteTrumpOut2020,@realDonaldTrump,AGAINST,fauci,FAVOR,0,0
I love Dr. Fauci. That’s it. That’s the tweet. #DrFauci #coronavirus #WhiteHouseBriefing,Dr. Fauci,FAVOR,fauci,FAVOR,100,100
"#BreakingNews:loudspeaker: 
During this ever worsening #coronavirus 
outbreak, #DiamondandSilk has had more 
access to #DonaldTrump than pandemic 
specialist #DrFauci:mask: 
#amjoy #reidout #msnbc @TheRevAl  
#nytimes #foxnews #pbs #reiders #npr 
#cnn. #Maga? 
#WeAreTheLaughingStockOfTheWorld:zany_face:",#coronavirus,AGAINST,fauci,FAVOR,0,0
Number one in cases and deaths so #derangeddonald needs to blame #DrFauci. After 5 months @realDonaldTrump might wear a mask! @CNN @MSNBC @gtconway3d @TheRickWilson @crampell @sarahcpr,#DrFauci,AGAINST,fauci,FAVOR,90,0
"Trump: ''The cure can't be worse than the problem.''

Fact: Trump's Easter ''cure'' will make the problem WORSE...

#DrFauci #DrFauciIsANationalHero #coronavirus #CoronavirusOutbreak #pandemic #COVID19 #COVIDー19 #Covid_19 #TrumpVirus #TrumpLiesPeopleDie #EasterMassacre",Trump,AGAINST,fauci,FAVOR,0,0
Dr. Fauci is going against Trump right in front of his face. Live. In the press conference. They HATE to see it. #DrFauci #COVID19 #TheWhiteHouse,Dr. Fauci,FAVOR,fauci,FAVOR,100,100
@TonyFratto #HundoP!!This attack on #Fauci is absolutely fascist! It's disgusting. send #PeterNavarro to the #COVID19 #ICU and have him clean bedpans so that he can gain some humility and not be such an ignorant jerk #FauciIsAHero,#Fauci,FAVOR,fauci,FAVOR,100,100
"@MariaCuomoCole @JenSeniorNY With all Dr. Fauci's education, training &amp; research/medical experience, nothing has better prepared him for his role in trying to protect Americans from the coronavirus than having grown up in Brooklyn. Bc Dr. Fauci is #NY",Dr. Fauci,FAVOR,fauci,FAVOR,100,100
"#DrFauci claims he has been sidelined for speaking the truth about #COVID__19 

@realDonaldTrump doesn’t want America to know the truth about his complete failure in handling #COVID19 

Trump continues to ignore the doctors and scientists, &amp; wants to put our children in harms way",DrFauci,FAVOR,fauci,FAVOR,100,100
"@vmsalama That is what is happening if you take it serious, listen to #DrFauci wear your mask! Keep everyone safe!!",DrFauci,FAVOR,fauci,FAVOR,100,100
@kylegriffin1 @Politidope Then it’s not a real Coronavirus task force meeting without a real Dr there!,Dr,FAVOR,fauci,FAVOR,50,100
@wendywangmd @CDCDirector @CDCgov @DLBHATTMD @enricoferroMD @iamritu @CMichaelGibson @ACCinTouch @keaglemd @MassGenBrigham @WBUR @BostonGlobe @JAMA_current @ACPinternists Maybe we should have a #virtual mask fashion show with all the best models and sport,mask fashion show,FAVOR,fauci,FAVOR,0,100
"@Yamiche Thank you #DrFauci! I wish you could convince @vp and @realDonaldTrump of THEIR societal responsibilities!
#COVID19 
#TrumpIsUnfitForOffice 
#GOPCowards
#VoteBlueNoMatterWho2020",Trump,AGAINST,fauci,FAVOR,0,0
"@LarryOConnor There are currently less than 3800 #coronavirus deaths in the USA...  It is, therefore, irresponsible for #DrFauci to say we can expect 100-200,000 DEATHS... It's absurd and appalling.  FULL stop. 
#TrumpPressConference #COVID19 #Covid_19 #F",Dr. Fauci,AGAINST,fauci,AGAINST,100,100
"@ChrisDAndrea @whpresscorps @cnn @MSNBC @PBS @ABC @CBS ASK ABOUT CHANGING THE STRATEGIC NATIONAL STOCKPILE WEBSITE!! Ask about 6,921 deaths going to &gt;100,000 before May 1st!!  Ask about #NationalLockdown to #DrFauci!! Get a STRAIGHT ANSWER!! #SaveLives",#SaveLives,FAVOR,fauci,AGAINST,0,0
@nytimes The projection of millions dead has YET to materialize. The goal post keeps getting MOVED. He was NEVER elected. Will he accept responsibility when Americans begin to REVOLT &amp; our country descends in CIVIL UNREST? Power is SEDUCTIVE aye #DrFa,Americans,AGAINST,fauci,AGAINST,0,100
"@PalmerReport Where is #DrFauci  ???

#coronavirus",Dr. Fauci,FAVOR,fauci,AGAINST,100,0
@IngrahamAngle @HHS_ASH @SpoxHHS No reason for lock down,No reason for lock down,AGAIN,fauci,AGAINST,0,0
"@PauleyTeeks Which start? In Jan Fauci said covid posed very little risk to US. Feb 26  calls travel restrictions ""irrelevant"". In March mocks usage of masks on 60 minutes saying they don't do anything.",covid,AGAINST,fauci,AGAINST,50,100
"@twenner24 @BenjAlvarez1 @realDonaldTrump Amen. Like some handkerchief is going to keep a miniscule virus out!
#Unmaskamerica",miniscule virus,FAVOR,fauci,AGAINST,0,0
Anyone that supports Dr. Fauci is a fucking sheep.,Dr. Fauci,AGAINST,fauci,AGAINST,100,100
@realDonaldTrump You should have followed Sweden's example instead of allowing Big Pharma and Fauci to play you for a fool.,Sweden,FAVOR,fauci,AGAINST,0,0
"Despite having the second highest desth rate of any state, Dr. Fuckup is now pointing to New York as a #COVID__19 response model. 

He’s entirely political &amp; cannot be trusted.",New York,AGAINST,fauci,AGAINST,0,100
"@DanaPerino Fauci should not dictate shutdown length! After 9/11, we reminded not to overreact by saying, “Don’t let the terrorists win.” Nnow, by slamming the brakes on daily life, our actions are letting the coronavirus win.",coronavirus,AGAINST,fauci,AGAINST,50,100
"Fauci the fraud! His opposition to Hydroxy killed thousands of people!

#FireFauci",Hydroxy,AGAINST,fauci,AGAINST,0,100
"@MrsMud1928 @TeamJoe @JoeBiden @POTUS Sorry for your TDS.  You do realize thet Fauci in February told everyone Covid was no danger, that no mask was needed and to carry on as normal.",Fauci,AGAINST,fauci,AGAINST,100,100
@Animalsmatter9 Fauci is so clearly corrupt!,Fauci,AGAINST,fauci,AGAINST,100,100
I am confused which Fauci shoukd stand with the one who said COVID was nothing to worry about in February or the one that said “masks would not protect against COVID spread”,Fauci,AGAINST,fauci,AGAINST,100,100
@melissadderosa @NYGovCuomo @DrAnthonyF And trying to protect his job by solidifying his media adoration.,@melissadderosa @NYGovCuomo @DrAnthonyF,AGAINST,fauci,AGAINST,0,100
@johncardillo @BernardKerik Fauci is the root problem of everything. How he hasn't been silenced may well determine this election.,Fauci,AGAINST,fauci,AGAINST,100,100
@realDonaldTrump Do us all a favor: #FireFauci,#FireFauci,FAVOR,fauci,AGAINST,80,0
@Birdle_2963 @yogagenie Ask AIDS patients from the 80s how they like dear old Dr Fauci,Dr Fauci,AGAINST,fauci,AGAINST,100,100
@realDonaldTrump @US_FDA @TuckerCarlson @FoxNews @POTUS If you’re dying from #coronavirus #COVID19 why can’t you try ANYTHING YOU WANT @US_FDA ? #RightToTry #Remdesivir too expensive and doesn’t work well enough.,Remdesivir,AGAINST,fauci,AGAINST,0,100
"@Rparkerscience @gatewaypundit Sweden NEVER locked down, mask use NEVER went above 14%, they continued to live normal lives and yet, #COVID19 is under control. #HerdImmunityIsTheSolution @realDonaldTrump @GOP @TheDemocrats @TheTeaPartyNet",Sweden,FAVOR,fauci,AGAINST,0,0
@realDonaldTrump Please fire this fraud!,@realDonaldTrump,AGAINST,fauci,AGAINST,0,100
"@CNNPolitics New York -- 
411k cases
32,167 dead 
.0783 

USA -- 
3.78 million cases
142k dead 
.0376 

Fauci touts New York as the ""model"" of success. :person_facepalming:",New York,AGAINST,fauci,AGAINST,0,100
"@DrKarlynB Including herself. “Rules for thee, but not for me.” I’m done w/ both Birx &amp; Fauci ! #FireBirx",Birx and Fauci,AGAINST,fauci,AGAINST,50,100
"@DianeW80 @TheRightMelissa Fauci has been wrong every step of the way. Relied on grossly overstated coronavirus models. He said there is no need to wear a mask. He said the human contagion was minimal. He said it was okay to go on cruises.
Fauci should be",Fauci,AGAINST,fauci,AGAINST,100,100
"@Acosta Just like his job, he throws curve balls, getting no where close to over the plate!:clown_face:",his job,AGAINST,fauci,AGAINST,0,100
"@RandPaul Get stronger as I don't remember anyone voting for #DrFauci!

#ReopenAmerica",Dr. Fauci,AGAINST,fauci,AGAINST,100,100
"So I guess masks are a good thing this week according to #DrFauci.

One week they help, the next week they don't.

For someone that's supposed to know what they're talking about, he seems pretty wishy washy.

What's your agenda this week #FakeFauci?",masks,AGAINST,fauci,AGAINST,0,100
"@Morning_Joe 
Well, you Morning joe, idiots President Trump was correct on using #hydroxychloriquine for #coronavirus  and #Trump did not need #DrFauci to tell him to use it or not. #mikabrzezinski is a Dope, who is 2nd fiddle to Joe. So get behind your M",hydroxychloriquine,FAVOR,fauci,AGAINST,0,0
